Pred,Resid,LOC,YEAR,Line
169.87564086914062,-4.0869140633503775e-05,INLB,2005,C1.61.48
176.42857360839844,-7.36083984236302e-05,MOMR,2006,C1.344.105
180.75112915039062,-2.9150390616905497e-05,KSJO,2005,C1.71.59
193.3670196533203,-1.9653320322277068e-05,IANL,2004,C1.237.300
165.87953186035156,-3.186035155522404e-05,MDQE,2005,C1.91.37
185.73806762695312,-6.762695312545475e-05,IANH,2002,C1.44.889
210.1644287109375,-2.8710937499454303e-05,GALE,2007,C1.488.114
187.0000457763672,-4.57763671875e-05,MNCF,2002,C1.50.8
168.1040496826172,-4.968261717408495e-05,IAGE,2001,C1.153.164
188.26898193359375,-8.193359374786269e-05,INBO,2003,C1.28.74
215.54098510742188,1.4892578121816769e-05,ILWB,2006,C1.340.136
165.65603637695312,-3.6376953119088284e-05,ILRI,2002,C1.119.19
210.75680541992188,-5.4199218766370905e-06,SDTR,2004,C1.263.161
231.767578125,-7.812499998749445e-05,OHPC,2006,C1.312.75
238.88858032226562,1.967773437172582e-05,WIEG,2006,C1.333.124
201.3548126220703,-1.2622070300949417e-05,KSHO,2005,C1.109.100
219.05996704101562,-6.704101562604592e-05,IAPN,2004,C1.264.95
166.9950714111328,-7.141113280795253e-05,ILHO,2002,C1.8.18
215.9775390625,-3.906250000795808e-05,IAMD,2004,C1.243.84
160.42604064941406,-4.064941407477818e-05,IAWL,2003,C1.177.183
212.6488494873047,-4.948730469322982e-05,WIAR,2003,C1.195.204
200.7466278076172,-2.7807617186681455e-05,IADV,2007,C1.475.52
192.67098999023438,1.0009765617269295e-05,MNOW,2001,C1.173.149
235.71759033203125,-9.033203124886313e-05,ILFT,2007,C1.471.145
180.49099731445312,2.685546888869794e-06,MNBI,2007,C1.492.60
243.0910186767578,-1.8676757804314548e-05,ILPP,2007,C1.468.177
187.61607360839844,-7.36083984236302e-05,SDHA,2002,C1.46.92
163.96502685546875,-2.6855468746589395e-05,IAHA,2002,C1.151.166
225.44216918945312,-6.918945311440439e-05,WIPO,2004,C1.298.8
200.53607177734375,-7.177734374863576e-05,ILIN,2001,C1.130.520
121.64362335205078,-2.33520507748608e-05,KSHO,2006,C1.341.155
184.25927734375,-7.734375000723048e-05,ILPG,2003,C1.35.138
181.4426727294922,-7.272949218872782e-05,IACA,2006,C1.345.48
210.1162109375,-1.0937500007912604e-05,KSHO,2005,C1.109.95
209.4700927734375,7.226562502182787e-06,IADC,2006,C1.356.50
204.19692993164062,-2.993164062559117e-05,MNBI,2002,C1.19.187
201.51792907714844,-2.9077148440137535e-05,IAWS,2006,C1.337.35
234.00006103515625,-6.103515625e-05,MNCF,2002,C1.50.27
182.71810913085938,-9.130859382366907e-06,ILRI,2006,C1.347.55
200.5615234375,-2.3437500004774847e-05,IAJE,2003,C1.187.51
235.8400421142578,-4.2114257809089395e-05,IADO,2002,C1.51.12
218.0803985595703,1.4404296848624654e-06,ILML,2007,C1.472.181
218.32554626464844,-4.6264648432270405e-05,IAHC,2007,C1.454.118
237.144287109375,-8.710937498790372e-05,NEHA,2004,C1.252.166
139.61007690429688,-7.690429686135758e-05,NCPA,2002,C1.119.158
222.3729705810547,2.9418945302950306e-05,NECO,2001,C1.163.43
217.51002502441406,-2.5024414071594947e-05,TXDA,2002,C1.41.140
135.0856475830078,-4.75830078130457e-05,KYMA,2006,C1.348.173
210.14602661132812,-2.6611328138415047e-05,INOX,2002,C1.6.149
251.76541137695312,-1.1376953125363798e-05,ILFN,2007,C1.475.6
194.33102416992188,-2.416992188614131e-05,NEHE,2002,C1.54.11
232.85641479492188,-1.4794921867178346e-05,ILAE,2004,C1.241.98
246.4276885986328,-8.85986328000854e-05,NEGR,2004,C1.255.70
189.64273071289062,-3.0712890634276846e-05,ARPI,2004,C1.293.80
144.0260009765625,-9.76562489540811e-07,SDHA,2001,C1.153.29
184.70066833496094,-6.833496092895075e-05,IASG,2004,C1.280.21
146.69500732421875,-7.32421875682121e-06,INOX,2004,C1.231.23
212.54287719726562,-7.719726562527285e-05,NEDA,2003,C1.185.90
250.01881408691406,-1.4086914063682343e-05,TXDA,2007,C1.452.76
161.8080596923828,-5.969238281977596e-05,ILWA,2001,C1.172.200
165.34732055664062,-2.0556640635049916e-05,NESH,2007,C1.454.166
173.21470642089844,-6.420898444048362e-06,ILBE,2007,C1.485.80
212.5753173828125,-1.7382812501409717e-05,MNDB,2004,C1.247.171
187.07217407226562,-7.407226561895186e-05,IAPR,2004,C1.273.89
188.43368530273438,-8.530273436235802e-05,IASL,2003,C1.216.157
155.8770751953125,-7.51953124904503e-05,INEL,2002,C1.55.200
140.7033233642578,-2.3364257799585175e-05,ONLO,2003,C1.222.123
120.06044006347656,-4.0063476561158495e-05,SCSN,2006,C1.348.173
226.43463134765625,-3.1347656261004886e-05,MNKE,2005,C1.73.107
167.0450897216797,-8.972167970000555e-05,GAMY,2005,C1.102.25
202.46798706054688,1.2939453114313437e-05,IAPL,2002,C1.43.148
203.051025390625,-2.539062501227818e-05,IARI,2006,C1.355.42
232.42698669433594,1.3305664054996669e-05,MIBL,2003,C1.180.106
180.2190704345703,-7.043457031841172e-05,OHPI,2001,C1.165.17
153.92041015625,-1.015624999922693e-05,MOMR,2003,C1.31.193
240.26742553710938,-2.5537109365814104e-05,ILBR,2007,C1.473.94
112.85491180419922,-1.1804199218090616e-05,MOCH,2003,C1.21.14
206.04208374023438,-8.374023437340838e-05,SDPL,2002,C1.49.26
237.9920654296875,-6.542968750977707e-05,VACC,2005,C1.74.182
137.56764221191406,-4.221191406372782e-05,SDWR,2007,C1.456.105
201.6333770751953,-7.707519532118567e-05,IAWE,2006,C1.323.13
171.54135131835938,-5.1318359368224264e-05,WILE,2005,C1.371.62
212.49278259277344,-8.259277342403948e-05,NEPO,2007,C1.451.8
201.522216796875,-1.679687500200089e-05,NEAL,2005,C1.98.88
182.29412841796875,-2.8417968763960744e-05,IAOT,2005,C1.81.138
157.34901428222656,-1.4282226572959189e-05,IAPA,2002,C1.44.816
135.91903686523438,-3.686523436385869e-05,IAWI,2002,C1.41.188
148.75506591796875,-6.591796875454747e-05,INEL,2002,C1.55.52
183.61158752441406,1.2475585947413492e-05,IAGR,2003,C1.27.88
243.20635986328125,-5.986328125118234e-05,NEOV,2004,C1.252.110
179.28836059570312,-6.0595703132548806e-05,NEDA,2006,C1.358.133
176.2768096923828,-9.692382803905275e-06,IAPN,2005,C1.104.209
220.66429138183594,8.618164059726041e-06,IABP,2004,C1.245.86
223.28659057617188,-9.057617188545919e-05,IAGE,2006,C1.303.124
119.61002349853516,-2.3498535156818434e-05,IANL,2001,C1.161.18
144.3646240234375,-2.4023437504183676e-05,ILHA,2007,C1.450.38
190.2870330810547,-3.308105468136091e-05,INOX,2002,C1.6.77
149.98194885253906,-4.885253906650178e-05,OHPT,2005,C1.92.93
244.38076782226562,-6.78222656347316e-05,NEOV,2004,C1.252.9
258.63800048828125,-4.882812731921149e-07,ILSO,2003,C1.192.31
164.906005859375,-5.8593749940882844e-06,NEHE,2001,C1.148.157
167.9482421875,-4.218749998585736e-05,IANL,2005,C1.359.207
221.11688232421875,-8.232421873799467e-05,INEL,2006,C1.312.113
212.91688537597656,-8.53759765675477e-05,MDGA,2004,C1.279.190
228.78005981445312,-5.981445312386313e-05,MOCG,2002,C1.13.4279
130.5343475341797,-4.7534179685726485e-05,MONE,2004,C1.282.4158
148.31802368164062,-2.3681640612949195e-05,ILTH,2006,C1.309.168
193.23472595214844,-2.5952148433816546e-05,IIAL,2005,C1.363.61
228.80740356445312,-0.00010356445312709184,MSRF,2007,C1.450.138
202.07601928710938,-1.9287109381593837e-05,IAPG,2002,C1.46.14
222.4183807373047,-8.073730469959628e-05,NEKE,2004,C1.237.87
163.53334045410156,-4.045410156550133e-05,MOHA,2005,C1.369.120
194.18601989746094,-1.9897460930451416e-05,MNEL,2002,C1.11.105
216.92417907714844,-7.907714842758651e-05,IARI,2005,C1.86.55
186.5670623779297,-6.237792968022404e-05,ILST,2003,C1.228.168
203.86666870117188,-6.870117186963398e-05,INRU,2005,C1.103.209
250.4901885986328,1.1401367174812549e-05,NEDA,2004,C1.236.200
202.47581481933594,-1.4819335945048806e-05,IADX,2006,C1.317.89
213.0481414794922,-4.1479492182361355e-05,ILMI,2005,C1.98.139
276.151123046875,-2.3046875014642865e-05,TXDA,2004,C1.237.273
156.35113525390625,-3.525390624758984e-05,MOCR,2006,C1.321.61
225.58238220214844,-8.22021484339075e-05,IACA,2005,C1.362.168
118.0559310913086,-3.109130859968445e-05,ARMA,2004,C1.299.147
195.5352325439453,-3.2543945309271294e-05,MNOW,2005,C1.88.64
184.60748291015625,-8.29101562374035e-05,OHPT,2003,C1.32.44
183.6480255126953,-2.5512695316365352e-05,ILTU,2001,C1.168.231
183.16412353515625,-2.353515625941327e-05,ARMA,2004,C1.299.175
162.11744689941406,-4.6899414058998445e-05,MNSE,2007,C1.455.105
204.14541625976562,-1.625976562991127e-05,ILMN,2006,C1.326.132
154.00006103515625,-6.103515625e-05,MNKE,2002,C1.59.54
253.02737426757812,2.573242187509095e-05,IABP,2004,C1.244.74
226.68157958984375,-7.958984375022737e-05,WIGL,2003,C1.222.33
94.48503112792969,-3.1127929688068434e-05,GAWI,2001,C1.2.135
236.2994842529297,1.5747070307270405e-05,NEST,2003,C1.215.64
222.39498901367188,1.0986328135231815e-05,ARPI,2002,C1.13.4243
170.1373291015625,-2.9101562489586286e-05,INNE,2003,C1.31.57
187.6187286376953,-2.863769532268634e-05,IAPN,2006,C1.313.175
240.49273681640625,-3.681640623653948e-05,KSHO,2005,C1.112.45
242.88150024414062,-0.000100244140611494,KYMA,2004,C1.300.190
181.9480743408203,-7.434082030499667e-05,MOMI,2001,C1.149.97
206.43418884277344,1.1157226566638201e-05,MNBI,2007,C1.461.324
199.8833770751953,-7.707519532118567e-05,INFO,2006,C1.341.220
216.86907958984375,-7.958984375022737e-05,WIPO,2003,C1.194.167
211.2129364013672,-3.6401367196958745e-05,MOCG,2003,C1.224.40
188.55747985839844,-7.985839843627218e-05,ILBM,2003,C1.178.197
220.53717041015625,-7.041015624054126e-05,IACA,2005,C1.78.168
223.83934020996094,-4.0209960928905275e-05,SDTR,2005,C1.84.153
168.95252990722656,-2.990722657614242e-05,ILWA,2005,C1.76.168
237.80908203125,-8.203125000250111e-05,MOMI,2001,C1.152.79
190.7721710205078,-7.102050781782054e-05,NEST,2006,C1.340.151
181.90298461914062,-8.461914063673248e-05,ILIN,2006,C1.336.32
169.423828125,-2.8125000000045475e-05,IABR,2003,C1.185.234
214.4180450439453,-4.504394530613354e-05,MNSV,2001,C1.173.132
193.91250610351562,-0.000106103515634004,MDLI,2003,C1.188.151
188.7879180908203,-1.809082030490572e-05,IASU,2006,C1.329.176
140.2550811767578,-8.117675781704747e-05,MIAR,2002,C1.156.110
170.71937561035156,-7.561035155845275e-05,IAPR,2003,C1.26.65
204.88319396972656,6.03027342549467e-06,IASP,2003,C1.25.49
259.8670959472656,4.052734368542588e-06,ILCE,2007,C1.454.25
222.0310821533203,-8.215332030658828e-05,INEL,2006,C1.304.125
195.02073669433594,-3.6694335932452304e-05,IADX,2006,C1.304.85
148.6483917236328,8.27636719691327e-06,NEAL,2005,C1.94.187
140.1650390625,-3.906250000795808e-05,ILWA,2005,C1.76.152
129.13504028320312,-4.028320313409495e-05,ILBE,2002,C1.8.269
201.8750762939453,-7.62939453125e-05,IAJE,2002,C1.43.164
216.02301025390625,-1.0253906253865352e-05,NEPO,2002,C1.41.22
202.43353271484375,-3.271484374067768e-05,INGD,2007,C1.476.247
202.85458374023438,-8.374023437340838e-05,IABO,2005,C1.369.67
181.907470703125,-7.070312500445652e-05,IAMD,2005,C1.72.69
141.75804138183594,-4.138183592772293e-05,INVI,2002,C1.14.79
141.4556427001953,-4.270019530849822e-05,ILOB,2003,C1.20.120
202.89328002929688,-8.002929686767857e-05,ILPA,2004,C1.294.66
211.74612426757812,-2.4267578112358024e-05,MNOW,2005,C1.363.139
141.16041564941406,-1.5649414052631982e-05,ILOR,2003,C1.202.181
215.07000732421875,-7.32421875682121e-06,OHPT,2001,C1.165.149
165.9295196533203,-1.9653320322277068e-05,MOMR,2005,C1.69.53
184.2882843017578,-8.430175782336846e-05,ILSI,2005,C1.369.156
196.11294555664062,-4.55566406287744e-05,WILE,2006,C1.306.76
217.46343994140625,-3.9941406242860467e-05,WINL,2004,C1.274.63
186.06007385253906,-7.385253906022626e-05,IANH,2002,C1.44.944
186.0470733642578,-7.336425781545586e-05,ILMN,2002,C1.8.18
160.23223876953125,-3.876953124404281e-05,MOMR,2003,C1.198.199
180.14605712890625,-5.712890626341505e-05,WIAR,2002,C1.40.115
191.5390167236328,-1.6723632825232926e-05,MOHA,2001,C1.175.181
174.39146423339844,-6.423339843308895e-05,ILRC,2003,C1.185.163
213.0123748779297,-7.487792967708629e-05,WIPO,2004,C1.280.38
187.43702697753906,-2.697753905067657e-05,INPO,2002,C1.14.71
232.72581481933594,-1.4819335945048806e-05,IAHU,2005,C1.367.109
206.33238220214844,-8.22021484339075e-05,MNPN,2005,C1.371.171
183.8949737548828,-7.375488280558784e-05,ILMN,2003,C1.25.88
185.383056640625,-5.664062499022293e-05,GACA,2007,C1.484.106
240.0933074951172,-7.495117188227596e-06,ILPP,2007,C1.496.109
147.0760498046875,-4.9804687506593837e-05,IAWI,2002,C1.151.216
70.28300476074219,-4.760742186249445e-06,NCMO,2002,C1.16.6
190.29054260253906,-4.26025390538598e-05,OHGE,2005,C1.72.43
188.80947875976562,-7.875976561422249e-05,IAWS,2003,C1.229.47
233.90000915527344,-9.155273431815658e-06,INVI,2001,C1.121.201
210.6550750732422,-7.507324218636313e-05,IABO,2005,C1.94.160
146.43603515625,-3.5156249992951416e-05,WIMR,2001,C1.147.140
178.66580200195312,-2.0019531348225428e-06,SDEP,2003,C1.180.120
204.4100799560547,-7.99560546909106e-05,MNOW,2002,C1.60.186
221.3320770263672,-7.702636719386646e-05,IAWA,2007,C1.463.61
218.9988555908203,-5.559082032391416e-05,OHPC,2007,C1.466.102
190.29417419433594,-7.419433595146074e-05,ILMN,2003,C1.25.150
134.259033203125,-3.3203125013869794e-05,IARO,2001,C1.150.180
177.03807067871094,-7.067871092658606e-05,IADV,2002,C1.45.101
156.39871215820312,-1.2158203134049472e-05,IASA,2003,C1.179.40
184.17298889160156,1.110839843931899e-05,MOHA,2001,C1.121.73
148.91616821289062,-6.821289062486358e-05,NDBA,2007,C1.492.73
223.34063720703125,-3.720703125509317e-05,MNBU,2006,C1.338.131
246.89439392089844,-9.392089845050577e-05,MOFG,2004,C1.253.52
196.2378692626953,-6.926269531959406e-05,WIGL,2003,C1.222.96
211.08938598632812,-8.598632811640528e-05,WIJA,2006,C1.310.14
178.7604217529297,-2.1752929683316324e-05,ILBE,2003,C1.217.142
202.55543518066406,-3.5180664070821877e-05,ILMZ,2007,C1.463.169
191.16574096679688,-4.09667968881422e-05,KSGC,2005,C1.105.193
148.66261291503906,-1.2915039064864686e-05,SDTR,2003,C1.197.21
165.9310302734375,-3.0273437488403943e-05,SDCA,2002,C1.49.64
198.1928253173828,-2.5317382807088507e-05,ILBM,2005,C1.96.159
173.21005249023438,-5.249023436704192e-05,INWH,2003,C1.180.167
214.8230743408203,-7.434082030499667e-05,NEGO,2002,C1.52.13
201.4974365234375,-3.652343750104592e-05,IADA,2003,C1.25.135
159.22463989257812,-3.9892578115541255e-05,MOTH,2007,C1.497.118
228.77169799804688,-9.799804686849711e-05,DESE,2003,C1.29.136
176.27711486816406,-0.00011486816407568767,NCPA,2002,C1.13.4243
211.84698486328125,-8.486328124490683e-05,IABO,2005,C1.66.163
245.9810791015625,2.0898437497862687e-05,INFR,2004,C1.264.2
230.69471740722656,-1.7407226550858468e-05,NECL,2006,C1.328.123
185.90646362304688,-6.362304688423137e-05,ILPP,2004,C1.232.68
221.7554931640625,6.835937512050805e-06,NEAL,2003,C1.212.3
220.85369873046875,1.2695312534560799e-06,MNBI,2005,C1.373.126
111.8431396484375,-3.964843749315605e-05,MCHE,2005,C1.102.181
168.59182739257812,-2.7392578118679012e-05,MISC,2007,C1.492.103
195.3051300048828,-3.0004882802359134e-05,ILAE,2005,C1.80.86
92.58393859863281,-3.8598632812636424e-05,MICL,2004,C1.262.134
202.10678100585938,1.8994140617678568e-05,NECO,2006,C1.316.103
219.8875732421875,-7.324218751136868e-05,NEKE,2004,C1.279.4
206.3627166748047,-1.6674804697913714e-05,LEIA,2005,C1.94.184
199.39117431640625,-7.431640625554792e-05,IAHL,2006,C1.356.125
169.35887145996094,-7.145996093527174e-05,IAWS,2003,C1.24.71
164.23353576660156,-3.5766601570230705e-05,NCWA,2003,C1.22.4
117.61005401611328,-5.4016113281818434e-05,INEL,2002,C1.10.38
193.77223205566406,-3.205566406450089e-05,ILMI,2007,C1.452.146
213.1649169921875,-1.6992187511277734e-05,NECL,2006,C1.328.22
215.69378662109375,-8.662109374313332e-05,ILCC,2007,C1.476.76
145.68202209472656,-2.2094726574550805e-05,WIMR,2001,C1.147.32
155.55001831054688,-1.8310546863631316e-05,IAOT,2002,C1.56.201
180.9136199951172,-1.999511718508984e-05,MNMA,2002,C1.19.101
207.82513427734375,-3.427734375804903e-05,NESH,2007,C1.452.40
211.09848022460938,-8.022460937695541e-05,ILBP,2006,C1.320.176
184.41104125976562,-4.125976562363576e-05,NEHM,2002,C1.55.136
177.21136474609375,-6.474609375572982e-05,ILCP,2004,C1.247.176
221.177490234375,-9.023437499422471e-05,MNSE,2006,C1.310.27
253.8057098388672,-0.00010983886718918257,TNUC,2006,C1.319.46
210.92666625976562,-6.625976561736024e-05,NEGO,2007,C1.467.62
205.31808471679688,-8.47167968629492e-05,MOSC,2001,C1.175.117
191.9019317626953,-3.176269530058562e-05,IAPN,2003,C1.210.206
252.60948181152344,1.8188476559544142e-05,KSGC,2004,C1.114.198
227.66629028320312,9.716796881775736e-06,IAHV,2007,C1.453.39
225.27398681640625,-8.681640625241016e-05,IABO,2005,C1.66.39
168.3410186767578,-1.8676757804314548e-05,NEOV,2001,C1.149.192
184.79302978515625,-2.9785156243633537e-05,MNHA,2001,C1.173.61
230.45359802246094,1.9775390569520823e-06,OHDE,2005,C1.363.123
194.76382446289062,-2.446289062163487e-05,IAGG,2007,C1.477.18
180.47511291503906,-0.00011291503906818434,NCPA,2002,C1.13.4234
233.13568115234375,-8.115234373917701e-05,IARI,2005,C1.82.58
152.55270385742188,-3.857421887687451e-06,ILIR,2004,C1.242.206
190.30909729003906,2.7099609383185452e-06,ILOR,2005,C1.367.66
155.6873321533203,-3.215332031913931e-05,MNVC,2004,C1.296.127
204.94058227539062,1.7724609364222488e-05,ILHA,2005,C1.102.148
192.28805541992188,-5.5419921864086064e-05,IAOT,2002,C1.151.15
212.03826904296875,-6.904296876086846e-05,OHPC,2007,C1.495.95
231.1601104736328,-1.047363281259095e-05,NEAT,2005,C1.99.107
201.02706909179688,-6.909179688818767e-05,SDPL,2002,C1.49.121
182.21177673339844,-7.67333984299512e-05,IAOE,2005,C1.85.103
247.993896484375,3.5156249964529707e-06,ILSO,2003,C1.191.62
91.45381164550781,-1.1645507811408606e-05,MOBU,2006,C1.328.65
234.29757690429688,2.3095703113540367e-05,MNHA,2004,C1.298.9
172.42066955566406,-6.955566405508762e-05,IAHO,2003,C1.181.154
216.90818786621094,1.2133789056179012e-05,ILSO,2006,C1.309.172
226.1248779296875,-7.792968750663931e-05,ILPL,2007,C1.466.126
230.00006103515625,-6.103515625e-05,IAWL,2002,C1.47.123
213.74526977539062,-6.977539061381322e-05,IACA,2005,C1.362.182
146.6058349609375,-3.496093751209628e-05,ILBR,2005,C1.87.65
183.51206970214844,-6.970214843704525e-05,IAPA,2001,C1.172.192
122.38432312011719,-2.3120117191410827e-05,ILIR,2005,C1.68.78
206.9790802001953,-8.020019529908495e-05,ILPO,2003,C1.186.35
193.19021606445312,-1.6064453120634425e-05,IAWA,2005,C1.83.58
141.57464599609375,-4.59960937462256e-05,KSHO,2006,C1.341.209
233.31871032714844,-0.00011032714843395297,INCC,2004,C1.283.1149
174.31997680664062,2.319335936817879e-05,MIWI,2001,C1.173.60
218.90643310546875,-3.310546875923137e-05,WIDE,2004,C1.249.183
220.2415771484375,-7.714843749795364e-05,INCC,2006,C1.351.40
179.66481018066406,-1.018066404867568e-05,MNBI,2007,C1.493.136
149.88803100585938,-3.1005859369770405e-05,SDCA,2002,C1.49.199
205.8210906982422,-9.069824218954636e-05,TNGR,2002,C1.15.2155
218.2189178466797,-1.784667969673137e-05,MNKE,2004,C1.248.161
247.33868408203125,-8.408203123622116e-05,NEOV,2006,C1.309.13
195.09817504882812,-7.504882813691438e-05,MNPN,2005,C1.67.87
150.08035278320312,-5.278320313095719e-05,MOWA,2006,C1.327.120
223.13287353515625,-7.353515624686224e-05,NEDA,2007,C1.464.68
237.23818969726562,-8.969726562213509e-05,MOFG,2004,C1.253.16
180.567626953125,-2.6953125001227818e-05,ILAE,2005,C1.80.128
252.19769287109375,-9.287109375577529e-05,IAPN,2004,C1.259.53
222.79498291015625,1.7089843737494448e-05,IABP,2002,C1.42.105
